Shipment_ID,Order_ID,Transport_Mode,Shipping_Cost,Ship_Date,Delivery_Date,Delivery_Status
SHP016506,O016506,Express Courier,79,2024-05-22,2024-05-26,On-Time
SHP016507,O016507,Air,85,2023-07-23,2023-07-24,On-Time
SHP016508,O016508,Rail,23,2024-01-26,2024-02-05,On-Time
SHP016509,O016509,Express Courier,56,2023-06-20,2023-06-22,On-Time
SHP016510,O016510,Express Courier,47,2023-04-21,2023-04-25,On-Time
SHP016511,O016511,Road,54,2024-12-07,2024-12-12,Delayed
SHP016512,O016512,Rail,30,2023-01-28,2023-02-04,On-Time
SHP016513,O016513,Standard Shipping,28,2023-12-30,2024-01-07,On-Time
SHP016514,O016514,Standard Shipping,34,2023-08-04,2023-08-16,On-Time
SHP016515,O016515,Road,33,2024-04-06,2024-04-13,Delayed
SHP016516,O016516,Standard Shipping,27,2023-07-27,2023-08-06,On-Time
SHP016517,O016517,Rail,23,2024-08-03,2024-08-11,Delayed
SHP016518,O016518,Air,141,2023-05-27,2023-05-28,On-Time
SHP016519,O016519,Express Courier,69,2024-02-02,2024-02-05,On-Time
SHP016520,O016520,Road,60,2025-07-19,2025-07-23,On-Time
SHP016521,O016521,Express Courier,54,2023-07-21,2023-07-24,Delayed
SHP016522,O016522,Road,51,2025-08-11,2025-08-16,On-Time
SHP016523,O016523,Rail,25,2025-05-14,2025-05-24,On-Time
SHP016524,O016524,Road,59,2025-04-28,2025-05-05,Delayed
SHP016525,O016525,Express Courier,67,2023-06-23,2023-06-25,On-Time
SHP016526,O016526,Standard Shipping,11,2024-05-07,2024-05-19,On-Time
SHP016527,O016527,Rail,25,2025-02-23,2025-03-05,On-Time
SHP016528,O016528,Road,47,2024-02-02,2024-02-09,On-Time
SHP016529,O016529,Rail,27,2023-04-26,2023-05-02,On-Time
SHP016530,O016530,Standard Shipping,24,2023-07-10,2023-07-17,On-Time
SHP016531,O016531,Standard Shipping,20,2025-12-01,2025-12-14,On-Time
SHP016532,O016532,Air,94,2025-02-15,2025-02-17,On-Time
SHP016533,O016533,Road,43,2024-10-25,2024-11-01,On-Time
SHP016534,O016534,Rail,38,2024-06-13,2024-06-18,Delayed
SHP016535,O016535,Standard Shipping,24,2024-01-28,2024-02-09,On-Time
SHP016536,O016536,Air,145,2023-10-31,2023-11-01,On-Time
SHP016537,O016537,Express Courier,60,2023-08-14,2023-08-18,On-Time
SHP016538,O016538,Rail,37,2025-05-19,2025-05-29,On-Time
SHP016539,O016539,Air,144,2025-03-21,2025-03-23,On-Time
SHP016540,O016540,Express Courier,84,2023-10-11,2023-10-14,On-Time
SHP016541,O016541,Standard Shipping,15,2024-01-17,2024-01-30,On-Time
SHP016542,O016542,Standard Shipping,25,2025-10-22,2025-11-03,On-Time
SHP016543,O016543,Rail,37,2024-12-08,2024-12-18,On-Time
SHP016544,O016544,Air,116,2025-12-27,2025-12-30,On-Time
SHP016545,O016545,Standard Shipping,30,2025-11-07,2025-11-19,On-Time
SHP016546,O016546,Air,134,2023-12-31,2024-01-01,On-Time
SHP016547,O016547,Express Courier,76,2024-03-20,2024-03-24,On-Time
SHP016548,O016548,Rail,19,2023-02-14,2023-02-20,Delayed
SHP016549,O016549,Rail,44,2024-06-30,2024-07-08,On-Time
SHP016550,O016550,Standard Shipping,12,2024-12-09,2024-12-23,On-Time
SHP016551,O016551,Air,133,2024-03-23,2024-03-24,On-Time
SHP016552,O016552,Express Courier,61,2023-01-19,2023-01-23,On-Time
SHP016553,O016553,Air,150,2025-05-01,2025-05-04,On-Time
SHP016554,O016554,Standard Shipping,27,2023-05-14,2023-05-21,On-Time
SHP016555,O016555,Road,56,2023-08-04,2023-08-09,On-Time
SHP016556,O016556,Road,25,2024-02-13,2024-02-18,On-Time
SHP016557,O016557,Standard Shipping,15,2025-07-10,2025-07-19,On-Time
SHP016558,O016558,Rail,25,2023-11-18,2023-11-24,On-Time
SHP016559,O016559,Standard Shipping,20,2023-10-08,2023-10-20,On-Time
SHP016560,O016560,Air,88,2024-05-27,2024-05-29,Delayed
SHP016561,O016561,Air,80,2024-12-08,2024-12-09,Delayed
SHP016562,O016562,Air,143,2025-01-19,2025-01-20,On-Time
SHP016563,O016563,Road,40,2023-08-08,2023-08-14,On-Time
SHP016564,O016564,Air,94,2025-04-28,2025-04-30,On-Time
SHP016565,O016565,Road,54,2025-03-26,2025-04-02,On-Time
SHP016566,O016566,Rail,27,2025-06-11,2025-06-17,On-Time
SHP016567,O016567,Rail,25,2024-01-02,2024-01-10,On-Time
SHP016568,O016568,Rail,43,2024-07-25,2024-08-02,On-Time
SHP016569,O016569,Road,56,2025-08-12,2025-08-16,On-Time
SHP016570,O016570,Air,119,2023-03-06,2023-03-08,On-Time
SHP016571,O016571,Rail,20,2024-03-22,2024-04-01,On-Time
SHP016572,O016572,Express Courier,70,2023-11-20,2023-11-24,On-Time
SHP016573,O016573,Rail,28,2025-12-06,2025-12-16,On-Time
SHP016574,O016574,Standard Shipping,33,2024-09-07,2024-09-15,On-Time
SHP016575,O016575,Express Courier,84,2025-05-13,2025-05-17,On-Time
SHP016576,O016576,Road,50,2023-06-14,2023-06-20,On-Time
SHP016577,O016577,Road,34,2023-01-14,2023-01-19,On-Time
SHP016578,O016578,Express Courier,85,2025-07-19,2025-07-22,On-Time
SHP016579,O016579,Rail,44,2024-09-19,2024-09-25,On-Time
SHP016580,O016580,Express Courier,69,2023-12-27,2023-12-30,On-Time
SHP016581,O016581,Road,21,2025-02-22,2025-02-25,On-Time
SHP016582,O016582,Express Courier,88,2023-11-05,2023-11-09,On-Time
SHP016583,O016583,Rail,44,2023-05-12,2023-05-18,On-Time
SHP016584,O016584,Express Courier,67,2023-12-17,2023-12-21,On-Time
SHP016585,O016585,Express Courier,40,2024-02-28,2024-03-01,On-Time
SHP016586,O016586,Road,37,2023-07-19,2023-07-22,On-Time
SHP016587,O016587,Air,126,2023-09-20,2023-09-21,On-Time
SHP016588,O016588,Rail,20,2023-10-30,2023-11-09,On-Time
SHP016589,O016589,Rail,21,2023-04-28,2023-05-03,On-Time
SHP016590,O016590,Road,37,2023-10-15,2023-10-22,On-Time
SHP016591,O016591,Standard Shipping,22,2025-09-07,2025-09-18,On-Time
SHP016592,O016592,Air,150,2025-06-21,2025-06-23,On-Time
SHP016593,O016593,Standard Shipping,16,2023-03-15,2023-03-23,On-Time
SHP016594,O016594,Air,117,2023-05-03,2023-05-05,On-Time
SHP016595,O016595,Express Courier,63,2025-08-03,2025-08-07,On-Time
SHP016596,O016596,Road,55,2025-01-30,2025-02-02,Delayed
SHP016597,O016597,Standard Shipping,27,2024-11-17,2024-11-26,On-Time
SHP016598,O016598,Standard Shipping,31,2024-11-04,2024-11-18,Delayed
SHP016599,O016599,Rail,40,2023-01-10,2023-01-19,On-Time
SHP016600,O016600,Rail,24,2024-01-20,2024-01-27,On-Time
SHP016601,O016601,Rail,16,2024-05-21,2024-05-27,On-Time
SHP016602,O016602,Standard Shipping,23,2023-05-15,2023-05-23,On-Time
SHP016603,O016603,Standard Shipping,22,2023-10-08,2023-10-19,On-Time
SHP016604,O016604,Express Courier,89,2023-03-17,2023-03-19,Delayed
SHP016605,O016605,Air,139,2024-07-05,2024-07-07,On-Time
SHP016606,O016606,Rail,38,2024-02-28,2024-03-08,On-Time
SHP016607,O016607,Road,39,2024-03-02,2024-03-08,On-Time
SHP016608,O016608,Air,149,2023-09-02,2023-09-04,On-Time
SHP016609,O016609,Standard Shipping,34,2023-01-19,2023-01-29,On-Time
SHP016610,O016610,Express Courier,42,2025-11-19,2025-11-23,Delayed
SHP016611,O016611,Rail,18,2025-11-09,2025-11-14,On-Time
SHP016612,O016612,Express Courier,44,2023-03-17,2023-03-19,On-Time
SHP016613,O016613,Express Courier,82,2023-02-22,2023-02-26,On-Time
SHP016614,O016614,Road,23,2025-01-06,2025-01-12,Delayed
SHP016615,O016615,Express Courier,76,2025-01-27,2025-01-29,On-Time
SHP016616,O016616,Rail,18,2023-12-16,2023-12-25,On-Time
SHP016617,O016617,Road,51,2025-09-22,2025-09-26,On-Time
SHP016618,O016618,Rail,21,2025-03-03,2025-03-11,On-Time
SHP016619,O016619,Express Courier,56,2023-11-28,2023-12-02,On-Time
SHP016620,O016620,Rail,42,2025-11-13,2025-11-23,On-Time
SHP016621,O016621,Air,132,2024-11-21,2024-11-23,On-Time
SHP016622,O016622,Road,50,2025-11-09,2025-11-16,On-Time
SHP016623,O016623,Rail,26,2023-11-05,2023-11-13,Delayed
SHP016624,O016624,Express Courier,78,2024-01-26,2024-01-30,On-Time
SHP016625,O016625,Express Courier,60,2025-06-12,2025-06-14,On-Time
SHP016626,O016626,Road,29,2025-08-01,2025-08-04,On-Time
SHP016627,O016627,Air,119,2025-11-13,2025-11-14,On-Time
SHP016628,O016628,Rail,44,2024-08-27,2024-09-01,On-Time
SHP016629,O016629,Air,142,2025-09-14,2025-09-15,On-Time
SHP016630,O016630,Road,56,2023-03-31,2023-04-04,On-Time
SHP016631,O016631,Road,53,2025-03-20,2025-03-26,On-Time
SHP016632,O016632,Standard Shipping,25,2025-02-18,2025-03-01,On-Time
SHP016633,O016633,Standard Shipping,32,2023-06-25,2023-07-06,On-Time
SHP016634,O016634,Express Courier,55,2025-05-22,2025-05-25,On-Time
SHP016635,O016635,Road,38,2024-09-23,2024-09-28,On-Time
SHP016636,O016636,Road,54,2023-11-17,2023-11-23,On-Time
SHP016637,O016637,Air,140,2025-11-22,2025-11-25,On-Time
SHP016638,O016638,Rail,38,2025-08-07,2025-08-15,On-Time
SHP016639,O016639,Road,44,2025-12-21,2025-12-24,On-Time
SHP016640,O016640,Rail,33,2024-09-21,2024-09-27,On-Time
SHP016641,O016641,Standard Shipping,14,2025-08-02,2025-08-14,On-Time
SHP016642,O016642,Standard Shipping,13,2025-01-20,2025-02-01,On-Time
SHP016643,O016643,Road,56,2023-03-26,2023-03-29,Delayed
SHP016644,O016644,Express Courier,56,2023-03-03,2023-03-07,On-Time
SHP016645,O016645,Road,22,2024-05-22,2024-05-28,On-Time
SHP016646,O016646,Air,91,2023-10-27,2023-10-29,On-Time
SHP016647,O016647,Express Courier,56,2025-08-07,2025-08-10,On-Time
SHP016648,O016648,Express Courier,52,2023-03-08,2023-03-12,On-Time
SHP016649,O016649,Standard Shipping,13,2023-03-24,2023-04-02,On-Time
SHP016650,O016650,Express Courier,81,2024-06-13,2024-06-16,On-Time
SHP016651,O016651,Air,144,2023-07-02,2023-07-03,On-Time
SHP016652,O016652,Road,56,2023-12-28,2023-12-31,Delayed
SHP016653,O016653,Express Courier,87,2024-10-27,2024-10-30,On-Time
SHP016654,O016654,Express Courier,67,2024-12-16,2024-12-18,On-Time
SHP016655,O016655,Standard Shipping,27,2023-09-07,2023-09-21,On-Time
SHP016656,O016656,Road,26,2023-10-14,2023-10-19,On-Time
SHP016657,O016657,Rail,38,2025-05-27,2025-06-02,On-Time
SHP016658,O016658,Air,92,2023-02-16,2023-02-17,On-Time
SHP016659,O016659,Standard Shipping,16,2025-09-27,2025-10-09,Delayed
SHP016660,O016660,Rail,18,2024-12-11,2024-12-21,On-Time
SHP016661,O016661,Express Courier,48,2025-10-07,2025-10-11,On-Time
SHP016662,O016662,Road,30,2023-08-05,2023-08-09,On-Time
SHP016663,O016663,Rail,25,2025-12-27,2026-01-05,On-Time
SHP016664,O016664,Standard Shipping,33,2023-06-09,2023-06-20,On-Time
SHP016665,O016665,Standard Shipping,15,2023-07-29,2023-08-12,On-Time
SHP016666,O016666,Express Courier,79,2025-03-29,2025-04-02,Delayed
SHP016667,O016667,Road,25,2025-03-19,2025-03-22,On-Time
SHP016668,O016668,Rail,26,2023-06-29,2023-07-06,On-Time
SHP016669,O016669,Rail,37,2023-09-04,2023-09-14,On-Time
SHP016670,O016670,Road,22,2023-06-19,2023-06-25,Delayed
SHP016671,O016671,Standard Shipping,21,2024-06-03,2024-06-12,Delayed
SHP016672,O016672,Standard Shipping,16,2024-06-27,2024-07-07,On-Time
SHP016673,O016673,Express Courier,68,2023-05-14,2023-05-16,Delayed
SHP016674,O016674,Express Courier,73,2024-07-27,2024-07-31,On-Time
SHP016675,O016675,Air,86,2024-05-28,2024-05-29,On-Time
SHP016676,O016676,Road,47,2023-07-21,2023-07-27,On-Time
SHP016677,O016677,Standard Shipping,30,2025-01-13,2025-01-27,On-Time
SHP016678,O016678,Express Courier,74,2024-02-25,2024-02-28,On-Time
SHP016679,O016679,Rail,20,2025-04-12,2025-04-22,On-Time
SHP016680,O016680,Air,146,2025-08-15,2025-08-16,On-Time
SHP016681,O016681,Road,26,2024-10-19,2024-10-23,On-Time
SHP016682,O016682,Road,34,2025-12-28,2026-01-01,On-Time
SHP016683,O016683,Road,48,2024-07-17,2024-07-20,On-Time
SHP016684,O016684,Air,111,2023-12-14,2023-12-17,On-Time
SHP016685,O016685,Road,57,2024-09-21,2024-09-28,On-Time
SHP016686,O016686,Road,54,2024-12-22,2024-12-26,On-Time
SHP016687,O016687,Air,122,2024-06-09,2024-06-10,Delayed
SHP016688,O016688,Express Courier,47,2025-06-26,2025-06-28,On-Time
SHP016689,O016689,Standard Shipping,12,2023-04-18,2023-05-01,On-Time
SHP016690,O016690,Road,34,2023-05-10,2023-05-17,On-Time
SHP016691,O016691,Air,145,2024-02-16,2024-02-18,On-Time
SHP016692,O016692,Air,84,2024-10-21,2024-10-23,On-Time
SHP016693,O016693,Standard Shipping,17,2024-10-17,2024-10-30,On-Time
SHP016694,O016694,Rail,40,2024-09-24,2024-10-01,On-Time
SHP016695,O016695,Air,102,2024-11-17,2024-11-20,Delayed
SHP016696,O016696,Road,58,2024-08-11,2024-08-14,On-Time
SHP016697,O016697,Rail,40,2025-05-08,2025-05-18,On-Time
SHP016698,O016698,Express Courier,42,2025-05-11,2025-05-13,On-Time
SHP016699,O016699,Standard Shipping,27,2025-09-14,2025-09-25,On-Time
SHP016700,O016700,Road,38,2025-11-09,2025-11-16,On-Time
SHP016701,O016701,Rail,26,2023-08-01,2023-08-07,On-Time
SHP016702,O016702,Express Courier,51,2024-11-04,2024-11-08,Delayed
SHP016703,O016703,Road,43,2023-02-08,2023-02-12,Delayed
SHP016704,O016704,Air,142,2024-05-12,2024-05-15,On-Time
SHP016705,O016705,Rail,17,2023-04-10,2023-04-16,On-Time
SHP016706,O016706,Rail,16,2023-09-23,2023-09-28,On-Time
SHP016707,O016707,Road,39,2023-11-08,2023-11-13,On-Time
SHP016708,O016708,Express Courier,90,2025-05-30,2025-06-02,On-Time
SHP016709,O016709,Air,137,2024-10-02,2024-10-03,On-Time
SHP016710,O016710,Road,46,2023-11-08,2023-11-11,On-Time
SHP016711,O016711,Road,55,2025-09-18,2025-09-22,Delayed
SHP016712,O016712,Air,149,2023-01-08,2023-01-11,On-Time
SHP016713,O016713,Express Courier,60,2023-04-14,2023-04-16,On-Time
SHP016714,O016714,Express Courier,90,2023-10-16,2023-10-20,On-Time
SHP016715,O016715,Air,134,2023-11-02,2023-11-04,On-Time
SHP016716,O016716,Rail,19,2023-08-15,2023-08-22,On-Time
SHP016717,O016717,Road,29,2024-09-26,2024-10-01,On-Time
SHP016718,O016718,Air,102,2024-09-02,2024-09-05,On-Time
SHP016719,O016719,Standard Shipping,18,2025-11-20,2025-12-02,On-Time
SHP016720,O016720,Air,124,2024-04-10,2024-04-11,On-Time
SHP016721,O016721,Road,56,2023-12-13,2023-12-16,On-Time
SHP016722,O016722,Air,96,2024-12-31,2025-01-03,On-Time
SHP016723,O016723,Road,60,2025-10-14,2025-10-20,On-Time
SHP016724,O016724,Road,32,2023-04-16,2023-04-20,On-Time
SHP016725,O016725,Express Courier,48,2024-02-07,2024-02-11,On-Time
SHP016726,O016726,Rail,39,2025-12-02,2025-12-10,On-Time
SHP016727,O016727,Rail,36,2024-11-07,2024-11-16,On-Time
SHP016728,O016728,Road,24,2024-06-09,2024-06-12,On-Time
SHP016729,O016729,Road,45,2023-09-10,2023-09-14,On-Time
SHP016730,O016730,Standard Shipping,17,2025-05-14,2025-05-28,On-Time
SHP016731,O016731,Rail,35,2024-12-29,2025-01-03,On-Time
SHP016732,O016732,Road,35,2023-05-15,2023-05-20,On-Time
SHP016733,O016733,Rail,18,2025-01-30,2025-02-08,On-Time
SHP016734,O016734,Standard Shipping,24,2023-08-22,2023-08-29,On-Time
SHP016735,O016735,Road,51,2024-03-06,2024-03-10,On-Time
SHP016736,O016736,Air,106,2023-04-13,2023-04-14,On-Time
SHP016737,O016737,Standard Shipping,21,2025-01-06,2025-01-18,On-Time
SHP016738,O016738,Air,150,2025-06-07,2025-06-10,On-Time
SHP016739,O016739,Express Courier,86,2025-04-01,2025-04-03,On-Time
SHP016740,O016740,Standard Shipping,26,2024-09-16,2024-09-25,On-Time
SHP016741,O016741,Road,40,2023-10-07,2023-10-11,Delayed
SHP016742,O016742,Air,142,2023-02-20,2023-02-22,On-Time
SHP016743,O016743,Air,134,2025-04-08,2025-04-11,On-Time
SHP016744,O016744,Air,90,2025-03-15,2025-03-16,Delayed
SHP016745,O016745,Standard Shipping,13,2025-01-15,2025-01-22,On-Time
SHP016746,O016746,Rail,26,2025-02-15,2025-02-24,On-Time
SHP016747,O016747,Road,31,2023-07-10,2023-07-15,On-Time
SHP016748,O016748,Road,23,2024-11-21,2024-11-26,On-Time
SHP016749,O016749,Standard Shipping,32,2025-04-01,2025-04-13,On-Time
SHP016750,O016750,Air,90,2024-10-29,2024-10-31,On-Time
SHP016751,O016751,Road,30,2024-03-22,2024-03-28,On-Time
SHP016752,O016752,Air,100,2023-08-13,2023-08-16,On-Time
SHP016753,O016753,Rail,18,2024-03-03,2024-03-09,On-Time
SHP016754,O016754,Standard Shipping,24,2023-05-10,2023-05-18,On-Time
SHP016755,O016755,Air,125,2023-05-20,2023-05-22,On-Time
SHP016756,O016756,Road,56,2023-08-01,2023-08-07,On-Time
SHP016757,O016757,Road,20,2024-07-07,2024-07-14,On-Time
SHP016758,O016758,Air,132,2024-08-19,2024-08-21,On-Time
SHP016759,O016759,Standard Shipping,17,2025-04-05,2025-04-16,On-Time
SHP016760,O016760,Express Courier,43,2023-07-02,2023-07-05,On-Time
SHP016761,O016761,Rail,24,2023-11-04,2023-11-10,On-Time
SHP016762,O016762,Standard Shipping,31,2024-01-08,2024-01-21,On-Time
SHP016763,O016763,Rail,36,2024-05-14,2024-05-22,On-Time
SHP016764,O016764,Rail,38,2024-02-09,2024-02-14,Delayed
SHP016765,O016765,Rail,24,2024-08-18,2024-08-25,Delayed
SHP016766,O016766,Express Courier,56,2023-03-19,2023-03-22,On-Time
SHP016767,O016767,Standard Shipping,25,2024-06-19,2024-07-02,On-Time
SHP016768,O016768,Express Courier,69,2024-09-27,2024-10-01,On-Time
SHP016769,O016769,Standard Shipping,28,2024-05-15,2024-05-27,On-Time
SHP016770,O016770,Road,46,2025-02-23,2025-02-26,On-Time
SHP016771,O016771,Standard Shipping,26,2024-05-27,2024-06-10,On-Time
SHP016772,O016772,Express Courier,87,2024-07-26,2024-07-30,On-Time
SHP016773,O016773,Air,148,2024-06-20,2024-06-22,On-Time
SHP016774,O016774,Road,50,2023-06-10,2023-06-16,On-Time
SHP016775,O016775,Road,56,2024-12-20,2024-12-24,On-Time
SHP016776,O016776,Rail,26,2025-04-30,2025-05-06,On-Time
SHP016777,O016777,Express Courier,82,2023-12-15,2023-12-19,On-Time
SHP016778,O016778,Express Courier,75,2024-08-24,2024-08-28,On-Time
SHP016779,O016779,Rail,29,2025-04-02,2025-04-08,On-Time
SHP016780,O016780,Air,138,2024-05-23,2024-05-24,On-Time
SHP016781,O016781,Air,148,2024-08-27,2024-08-29,Delayed
SHP016782,O016782,Standard Shipping,12,2025-11-10,2025-11-17,On-Time
SHP016783,O016783,Air,108,2025-08-16,2025-08-17,On-Time
SHP016784,O016784,Rail,29,2025-10-07,2025-10-12,On-Time
SHP016785,O016785,Road,34,2024-09-29,2024-10-05,On-Time
SHP016786,O016786,Air,91,2024-08-17,2024-08-20,On-Time
SHP016787,O016787,Standard Shipping,14,2023-05-26,2023-06-08,On-Time
SHP016788,O016788,Express Courier,58,2024-08-11,2024-08-15,On-Time
SHP016789,O016789,Air,144,2024-03-15,2024-03-17,On-Time
SHP016790,O016790,Road,32,2023-04-29,2023-05-06,On-Time
SHP016791,O016791,Air,137,2025-06-22,2025-06-24,On-Time
SHP016792,O016792,Rail,41,2023-02-28,2023-03-10,On-Time
SHP016793,O016793,Rail,32,2024-12-11,2024-12-20,On-Time
SHP016794,O016794,Air,124,2025-05-28,2025-05-31,On-Time
SHP016795,O016795,Express Courier,89,2024-01-02,2024-01-04,On-Time
SHP016796,O016796,Rail,37,2025-04-07,2025-04-13,On-Time
SHP016797,O016797,Express Courier,88,2023-10-14,2023-10-16,On-Time
SHP016798,O016798,Rail,40,2025-02-14,2025-02-22,On-Time
SHP016799,O016799,Air,81,2023-11-23,2023-11-25,Delayed
SHP016800,O016800,Standard Shipping,34,2025-12-17,2025-12-30,On-Time
SHP016801,O016801,Air,113,2024-06-04,2024-06-06,On-Time
SHP016802,O016802,Express Courier,82,2023-07-26,2023-07-30,On-Time
SHP016803,O016803,Express Courier,42,2025-01-20,2025-01-24,On-Time
SHP016804,O016804,Rail,38,2023-05-06,2023-05-13,On-Time
SHP016805,O016805,Express Courier,61,2023-02-03,2023-02-05,On-Time
SHP016806,O016806,Standard Shipping,35,2023-01-09,2023-01-21,On-Time
SHP016807,O016807,Express Courier,43,2023-06-12,2023-06-14,On-Time
SHP016808,O016808,Standard Shipping,12,2025-09-06,2025-09-15,On-Time
SHP016809,O016809,Rail,15,2024-08-28,2024-09-03,On-Time
SHP016810,O016810,Road,34,2025-09-10,2025-09-16,On-Time
SHP016811,O016811,Standard Shipping,35,2025-08-09,2025-08-16,On-Time
SHP016812,O016812,Rail,23,2024-05-13,2024-05-21,On-Time
SHP016813,O016813,Road,48,2025-08-25,2025-08-29,On-Time
SHP016814,O016814,Road,60,2025-09-27,2025-10-04,On-Time
SHP016815,O016815,Road,51,2023-04-03,2023-04-07,On-Time
SHP016816,O016816,Air,107,2023-09-30,2023-10-03,On-Time
SHP016817,O016817,Air,82,2023-05-15,2023-05-17,Delayed
SHP016818,O016818,Express Courier,59,2025-08-29,2025-09-02,Delayed
SHP016819,O016819,Express Courier,67,2025-07-06,2025-07-10,On-Time
SHP016820,O016820,Rail,17,2025-03-10,2025-03-15,On-Time
SHP016821,O016821,Express Courier,63,2025-11-17,2025-11-19,On-Time
SHP016822,O016822,Air,108,2024-06-30,2024-07-01,On-Time
SHP016823,O016823,Rail,37,2023-11-10,2023-11-16,On-Time
SHP016824,O016824,Road,41,2024-09-08,2024-09-13,On-Time
SHP016825,O016825,Air,116,2023-12-03,2023-12-06,On-Time
SHP016826,O016826,Express Courier,83,2023-11-19,2023-11-23,On-Time
SHP016827,O016827,Standard Shipping,16,2024-10-10,2024-10-21,On-Time
SHP016828,O016828,Rail,34,2023-09-29,2023-10-04,On-Time
SHP016829,O016829,Air,127,2024-12-02,2024-12-04,On-Time
SHP016830,O016830,Rail,34,2024-10-29,2024-11-03,On-Time
SHP016831,O016831,Air,126,2024-11-21,2024-11-24,On-Time
SHP016832,O016832,Standard Shipping,33,2025-04-06,2025-04-15,On-Time
SHP016833,O016833,Air,143,2025-06-15,2025-06-18,On-Time
SHP016834,O016834,Road,26,2023-05-31,2023-06-04,On-Time
SHP016835,O016835,Standard Shipping,11,2024-06-24,2024-07-07,On-Time
SHP016836,O016836,Express Courier,43,2023-05-06,2023-05-08,On-Time
SHP016837,O016837,Air,96,2023-02-06,2023-02-09,On-Time
SHP016838,O016838,Rail,19,2023-11-13,2023-11-21,Delayed
SHP016839,O016839,Rail,33,2023-08-15,2023-08-22,On-Time
SHP016840,O016840,Express Courier,83,2023-04-27,2023-04-30,On-Time
SHP016841,O016841,Standard Shipping,34,2023-01-01,2023-01-09,On-Time
SHP016842,O016842,Standard Shipping,24,2023-03-16,2023-03-23,On-Time
SHP016843,O016843,Rail,43,2023-06-23,2023-07-03,On-Time
SHP016844,O016844,Air,86,2024-08-22,2024-08-23,On-Time
SHP016845,O016845,Express Courier,78,2025-05-20,2025-05-23,Delayed
SHP016846,O016846,Standard Shipping,10,2024-10-26,2024-11-06,On-Time
SHP016847,O016847,Air,128,2024-06-06,2024-06-09,On-Time
SHP016848,O016848,Express Courier,60,2023-02-28,2023-03-04,On-Time
SHP016849,O016849,Air,149,2023-10-19,2023-10-22,On-Time
SHP016850,O016850,Road,45,2025-08-30,2025-09-02,On-Time
SHP016851,O016851,Rail,32,2024-07-07,2024-07-12,On-Time
SHP016852,O016852,Rail,44,2026-01-01,2026-01-09,On-Time
SHP016853,O016853,Air,148,2024-04-22,2024-04-24,On-Time
SHP016854,O016854,Standard Shipping,21,2024-12-06,2024-12-18,On-Time
SHP016855,O016855,Standard Shipping,17,2025-01-16,2025-01-23,On-Time
SHP016856,O016856,Rail,37,2024-03-24,2024-04-02,On-Time
SHP016857,O016857,Standard Shipping,28,2025-04-13,2025-04-21,On-Time
SHP016858,O016858,Air,146,2025-08-26,2025-08-28,On-Time
SHP016859,O016859,Rail,30,2023-06-08,2023-06-15,On-Time
SHP016860,O016860,Road,32,2025-08-06,2025-08-11,On-Time
SHP016861,O016861,Rail,27,2024-06-18,2024-06-24,On-Time
SHP016862,O016862,Standard Shipping,21,2025-01-11,2025-01-25,On-Time
SHP016863,O016863,Express Courier,47,2025-07-08,2025-07-12,On-Time
SHP016864,O016864,Air,113,2023-02-19,2023-02-20,On-Time
SHP016865,O016865,Express Courier,48,2023-03-20,2023-03-24,Delayed
SHP016866,O016866,Rail,39,2023-12-18,2023-12-23,On-Time
SHP016867,O016867,Standard Shipping,22,2023-07-07,2023-07-19,On-Time
SHP016868,O016868,Road,35,2025-02-05,2025-02-12,On-Time
SHP016869,O016869,Express Courier,70,2023-02-27,2023-03-01,On-Time
SHP016870,O016870,Road,50,2023-06-12,2023-06-15,On-Time
SHP016871,O016871,Rail,32,2025-07-20,2025-07-27,On-Time
SHP016872,O016872,Standard Shipping,27,2024-04-24,2024-05-07,On-Time
SHP016873,O016873,Express Courier,41,2025-08-08,2025-08-11,On-Time
SHP016874,O016874,Air,96,2024-09-08,2024-09-10,Delayed
SHP016875,O016875,Standard Shipping,31,2024-01-30,2024-02-08,On-Time
SHP016876,O016876,Standard Shipping,21,2025-05-19,2025-05-28,On-Time
SHP016877,O016877,Road,59,2024-05-23,2024-05-26,On-Time
SHP016878,O016878,Standard Shipping,18,2025-10-31,2025-11-14,On-Time
SHP016879,O016879,Air,117,2024-06-21,2024-06-23,On-Time
SHP016880,O016880,Express Courier,60,2023-04-13,2023-04-15,On-Time
SHP016881,O016881,Road,26,2023-02-10,2023-02-16,Delayed
SHP016882,O016882,Road,30,2024-07-30,2024-08-02,On-Time
SHP016883,O016883,Road,25,2024-12-13,2024-12-20,On-Time
SHP016884,O016884,Road,47,2025-08-20,2025-08-24,Delayed
SHP016885,O016885,Express Courier,54,2025-05-09,2025-05-13,On-Time
SHP016886,O016886,Express Courier,83,2023-08-24,2023-08-28,On-Time
SHP016887,O016887,Road,35,2024-05-30,2024-06-05,Delayed
SHP016888,O016888,Rail,17,2023-11-28,2023-12-07,On-Time
SHP016889,O016889,Air,135,2024-03-04,2024-03-05,On-Time
SHP016890,O016890,Standard Shipping,16,2023-05-21,2023-05-30,On-Time
SHP016891,O016891,Road,49,2023-08-19,2023-08-23,On-Time
SHP016892,O016892,Standard Shipping,22,2024-01-27,2024-02-08,On-Time
SHP016893,O016893,Express Courier,56,2023-02-23,2023-02-27,On-Time
SHP016894,O016894,Standard Shipping,19,2023-12-05,2023-12-14,On-Time
SHP016895,O016895,Express Courier,44,2024-09-18,2024-09-22,On-Time
